,year,instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize
1118,2017,2017/B/3/stb_430_209.tgf,430,2698,0.0145917,3,18,1,413.0,413
1119,2017,2017/B/3/stb_436_351.tgf,436,3510,0.0184644,2,31,1,406.0,406
1120,2017,2017/B/3/stb_457_193.tgf,457,5074,0.0242951,2,38,1,420.0,420
1121,2017,2017/B/3/stb_459_480.tgf,459,3271,0.0155258,3,35,1,425.0,425
1122,2017,2017/B/3/stb_522_11.tgf,522,3001,0.0110135,3,34,1,489.0,489
1123,2017,2017/B/3/stb_532_245.tgf,532,2626,0.00927837,5,43,2,245.5,488
1124,2017,2017/B/3/stb_590_330.tgf,590,3443,0.00989084,3,35,1,556.0,556
1125,2017,2017/B/3/stb_638_148.tgf,638,2814,0.00691326,3,39,1,600.0,600
1126,2017,2017/B/3/stb_696_368.tgf,696,3128,0.00645726,3,24,1,673.0,673
1127,2017,2017/B/3/stb_696_412.tgf,696,3395,0.00700844,3,50,1,647.0,647
1128,2017,2017/B/3/stb_763_492.tgf,763,3774,0.00648265,5,56,2,354.5,706
1129,2017,2017/B/3/stb_767_429.tgf,767,3415,0.00580497,3,65,1,703.0,703
1130,2017,2017/B/3/WS_300_16_50_30.tgf,300,2400,0.0266667,1,1,1,300.0,300
1131,2017,2017/B/3/WS_300_16_50_70.tgf,300,2400,0.0266667,1,1,1,300.0,300
1132,2017,2017/B/3/WS_300_16_70_30.tgf,300,2400,0.0266667,1,1,1,300.0,300
1133,2017,2017/B/3/WS_300_16_70_50.tgf,300,2400,0.0266667,1,1,1,300.0,300
1134,2017,2017/B/3/WS_300_16_90_30.tgf,300,2400,0.0266667,1,1,1,300.0,300
1135,2017,2017/B/3/WS_300_16_90_50.tgf,300,2400,0.0266667,1,1,1,300.0,300
1136,2017,2017/B/3/WS_300_16_90_70.tgf,300,2400,0.0266667,1,1,1,300.0,300
1137,2017,2017/B/3/WS_300_24_30_10.tgf,300,3600,0.04,1,1,1,300.0,300
1138,2017,2017/B/3/WS_300_24_30_30.tgf,300,3600,0.04,1,1,1,300.0,300
1139,2017,2017/B/3/WS_300_24_30_70.tgf,300,3600,0.04,1,1,1,300.0,300
1140,2017,2017/B/3/WS_400_24_10_10.tgf,400,4800,0.03,1,1,1,400.0,400
1141,2017,2017/B/3/WS_400_24_10_30.tgf,400,4800,0.03,1,1,1,400.0,400
1142,2017,2017/B/3/WS_400_24_10_50.tgf,400,4800,0.03,1,1,1,400.0,400
1143,2017,2017/B/3/WS_400_24_10_70.tgf,400,4800,0.03,1,1,1,400.0,400
1144,2017,2017/B/3/WS_400_32_10_10.tgf,400,6400,0.04,1,1,1,400.0,400
1145,2017,2017/B/3/WS_400_32_10_30.tgf,400,6400,0.04,1,1,1,400.0,400
1146,2017,2017/B/3/WS_400_32_10_70.tgf,400,6400,0.04,1,1,1,400.0,400
1147,2017,2017/B/3/WS_500_16_10_10.tgf,500,4000,0.016,1,1,1,500.0,500
1148,2017,2017/B/3/WS_500_16_10_50.tgf,500,4000,0.016,1,1,1,500.0,500
1149,2017,2017/B/3/WS_500_16_10_70.tgf,500,4000,0.016,1,1,1,500.0,500
1150,2017,2017/B/1/admbuster_1000.tgf,1000,1498,0.001498,1,1000,0,0.0,1
1151,2017,2017/B/1/admbuster_20000.tgf,20000,29998,7.4995e-05,1,20000,0,0.0,1
1152,2017,2017/B/1/admbuster_2000.tgf,2000,2998,0.0007495,1,2000,0,0.0,1
1153,2017,2017/B/1/admbuster_50000.tgf,50000,74998,3e-05,1,50000,0,0.0,1
1154,2017,2017/B/1/afinput_exp_acyclic_depvary_step5_batch_yyy08.tgf,384,133973,0.908563,3,15,1,370.0,370
1155,2017,2017/B/1/afinput_exp_acyclic_indvary1_step3_batch_yyy06.tgf,74,3427,0.625822,3,11,1,64.0,64
1156,2017,2017/B/1/afinput_exp_acyclic_indvary3_step7_batch_yyy01.tgf,15,2,0.00888889,1,15,0,0.0,1
1157,2017,2017/B/1/afinput_exp_cycles_indvary1_step8_batch_yyy08.tgf,41,216,0.128495,3,27,1,15.0,15
1158,2017,2017/B/1/afinput_exp_cycles_indvary3_step4_batch_yyy03.tgf,15,5,0.0222222,1,15,0,0.0,1
1159,2017,2017/B/1/BA_100_20_1.tgf,101,121,0.0118616,5,80,10,3.1,6
1160,2017,2017/B/1/BA_120_20_2.tgf,121,145,0.0099037,6,96,18,2.38889,4
1161,2017,2017/B/1/BA_40_30_3.tgf,41,53,0.0315289,4,28,7,2.85714,5
1162,2017,2017/B/1/BA_40_60_2.tgf,41,65,0.0386675,3,16,3,9.33333,17
1163,2017,2017/B/1/BA_40_80_4.tgf,41,73,0.0434265,3,8,2,17.5,31
1164,2017,2017/B/1/empresa-publica-de-transportes-e-circulao_20141104_0243.gml.20.tgf,930,2577,0.00297954,9,331,181,4.30939,535
1165,2017,2017/B/1/ER_100_20_8.tgf,101,955,0.0936183,1,1,1,101.0,101
1166,2017,2017/B/1/ER_100_50_6.tgf,101,2489,0.243996,1,1,1,101.0,101
1167,2017,2017/B/1/ER_300_100_7.tgf,302,45305,0.496744,1,1,1,302.0,302
1168,2017,2017/B/1/ER_400_100_8.tgf,402,80398,0.4975,1,1,1,402.0,402
1169,2017,2017/B/1/ER_400_100_9.tgf,402,80386,0.497426,1,1,1,402.0,402
1170,2017,2017/B/1/ferry2.pfile-L2-C1-02.pddl.2.cnf.tgf,160,279,0.0108984,22,113,27,2.74074,9
1171,2017,2017/B/1/ferry2.pfile-L2-C2-06.pddl.2.cnf.tgf,239,432,0.00756289,26,176,30,3.1,35
1172,2017,2017/B/1/ferry2.pfile-L2-C2-08.pddl.2.cnf.tgf,276,500,0.00656375,30,203,37,2.97297,20
1173,2017,2017/B/1/ferry2.pfile-L2-C4-07.pddl.3.cnf.tgf,754,1336,0.00234998,47,548,82,3.5122,66
1174,2017,2017/B/1/ferry2.pfile-L3-C1-04.pddl.3.cnf.tgf,373,647,0.00465036,34,274,49,3.02041,28
1175,2017,2017/B/1/grd_156_3_6.tgf,156,409,0.0168064,5,140,3,6.33333,10
1176,2017,2017/B/1/grd_1892_1_3.tgf,1892,17773,0.00496499,4,480,3,471.667,1410
1177,2017,2017/B/1/grd_1948_5_1.tgf,1948,94841,0.024993,3,524,1,1425.0,1425
1178,2017,2017/B/1/grd_3018_3_7.tgf,3018,137019,0.0150433,3,392,1,2627.0,2627
1179,2017,2017/B/1/massachusetts-archiver_20090912_0208.gml.50.tgf,34,58,0.050173,3,9,6,5.16667,15
1180,2017,2017/B/1/massachusetts_blockislandferry_2015-11-13.gml.80.tgf,2,1,0.25,1,2,0,0.0,1
1181,2017,2017/B/1/omnitrans_20151217_1124.gml.20.tgf,2188,3028,0.000632501,10,1603,367,2.59401,17
1182,2017,2017/B/1/scc_359_50_5_17.tgf,359,2657,0.0206159,18,60,51,6.86275,14
1183,2017,2017/B/1/scc_411_40_10_23.tgf,411,5165,0.0305764,10,26,26,15.8077,26
1184,2017,2017/B/1/scc_669_70_10_21.tgf,669,20208,0.0451514,13,24,24,27.875,37
1185,2017,2017/B/1/scc_874_30_20_25.tgf,874,28768,0.0376606,24,57,52,16.7115,27
1186,2017,2017/B/1/sembuster_1200.tgf,1200,161200,0.111944,401,800,800,1.5,2
1187,2017,2017/B/1/sembuster_600.tgf,600,40600,0.112778,201,400,400,1.5,2
1188,2017,2017/B/1/sembuster_60.tgf,60,460,0.127778,21,40,40,1.5,2
1189,2017,2017/B/1/sembuster_900.tgf,900,90900,0.112222,301,600,600,1.5,2
1190,2017,2017/B/1/stb_138_162.tgf,138,1391,0.0730414,4,10,2,65.0,109
1191,2017,2017/B/1/stb_161_74.tgf,161,1400,0.0540103,6,30,3,44.6667,126
1192,2017,2017/B/1/stb_199_128.tgf,199,442,0.0111613,3,83,1,117.0,117
1193,2017,2017/B/1/stb_245_206.tgf,245,649,0.0108122,5,117,2,65.0,126
1194,2017,2017/B/1/university-of-pretoria_20150805_1406.normalized.gml.80.tgf,13,17,0.100592,2,7,3,3.0,4
1195,2017,2017/B/1/WS_200_14_30_70.tgf,200,1400,0.035,1,1,1,200.0,200
1196,2017,2017/B/1/WS_400_8_10_70.tgf,400,1600,0.01,2,2,1,399.0,399
1197,2017,2017/B/1/WS_400_8_30_30.tgf,400,1600,0.01,3,6,1,395.0,395
1198,2017,2017/B/1/WS_400_8_70_10.tgf,400,1600,0.01,3,6,1,395.0,395
1199,2017,2017/B/1/WS_500_8_50_70.tgf,500,2000,0.008,3,13,1,488.0,488
1200,2017,2017/B/4/admbuster_1000000.tgf,1000000,1499998,0.000420452,1,1000000,0,0.0,1
1201,2017,2017/B/4/admbuster_2000000.tgf,2000000,2999998,0.00216536,1,2000000,0,0.0,1
1202,2017,2017/B/4/aircoach_20130716_1324.gml.50.tgf,66,113,0.0259412,6,27,11,4.54545,12
1203,2017,2017/B/4/BA_100_40_3.tgf,101,141,0.0138222,6,60,14,3.92857,11
1204,2017,2017/B/4/BA_120_40_3.tgf,121,169,0.0115429,5,72,17,3.88235,14
1205,2017,2017/B/4/BA_120_50_4.tgf,121,181,0.0123625,6,60,11,6.54545,39
1206,2017,2017/B/4/BA_140_40_2.tgf,141,197,0.00990896,6,84,21,3.71429,23
1207,2017,2017/B/4/BA_140_40_3.tgf,141,197,0.00990896,6,84,19,4.0,13
1208,2017,2017/B/4/BA_140_50_5.tgf,141,211,0.0106131,6,70,19,4.73684,39
1209,2017,2017/B/4/BA_160_40_5.tgf,161,225,0.00868022,5,96,18,4.61111,28
1210,2017,2017/B/4/BA_200_20_5.tgf,201,241,0.0059652,7,160,21,2.95238,8
1211,2017,2017/B/4/BA_200_30_1.tgf,201,261,0.00646024,7,140,29,3.10345,15
1212,2017,2017/B/4/BA_200_40_3.tgf,201,281,0.00695527,6,120,23,4.52174,34
1213,2017,2017/B/4/BA_200_50_4.tgf,201,301,0.00745031,7,100,21,5.80952,35
1214,2017,2017/B/4/BA_60_80_4.tgf,61,109,0.0292932,4,12,5,10.8,28
1215,2017,2017/B/4/BA_80_70_5.tgf,81,136,0.0207285,5,25,7,9.0,22
1216,2017,2017/B/4/BA_80_90_1.tgf,81,153,0.0233196,3,8,4,19.25,46
1217,2017,2017/B/4/bw2.pfile-3-02.pddl.1.cnf.tgf,266,495,0.00699587,31,224,42,2.0,2
1218,2017,2017/B/4/bw2.pfile-4-05.pddl.2.cnf.tgf,2677,5763,0.000804177,72,2114,123,5.57724,62
1219,2017,2017/B/4/bw3.pfile-3-05.pddl.1.cnf.tgf,686,1451,0.00308332,53,622,64,2.0,2
1220,2017,2017/B/4/bw3.pfile-4-01.pddl.3.cnf.tgf,5260,10218,0.000369313,92,4234,166,7.18072,498
1221,2017,2017/B/4/bw3.pfile-4-08.pddl.3.cnf.tgf,2290,4343,0.000828169,85,1901,125,4.112,136
1222,2017,2017/B/4/chicago_2016-01.gml.50.tgf,14812,26098,0.000118954,30,5577,2735,4.3766,196
1223,2017,2017/B/4/commuteorg-shuttle_20150308_1938.gml.20.tgf,118,206,0.0147946,5,55,14,5.5,27
1224,2017,2017/B/4/csehattila87_20151216_1417.gml.20.tgf,291,482,0.00569195,7,156,25,6.4,80
1225,2017,2017/B/4/el-dorado-transit_20151217_1024.gml.20.tgf,139,270,0.0139744,6,63,15,6.06667,36
1226,2017,2017/B/4/ER_300_20_1.tgf,301,9063,0.100032,1,1,1,301.0,301
1227,2017,2017/B/4/ER_300_20_4.tgf,301,8868,0.0978797,1,1,1,301.0,301
1228,2017,2017/B/4/ER_300_30_10.tgf,301,13578,0.149866,1,1,1,301.0,301
1229,2017,2017/B/4/ER_300_30_1.tgf,301,13444,0.148387,1,1,1,301.0,301
1230,2017,2017/B/4/ER_300_30_2.tgf,301,13529,0.149325,1,1,1,301.0,301
1231,2017,2017/B/4/ER_300_30_6.tgf,301,13441,0.148354,1,1,1,301.0,301
1232,2017,2017/B/4/ER_300_30_8.tgf,301,13574,0.149822,1,1,1,301.0,301
1233,2017,2017/B/4/ER_300_30_9.tgf,301,13573,0.149811,1,1,1,301.0,301
1234,2017,2017/B/4/ER_400_40_10.tgf,401,32051,0.199321,1,1,1,401.0,401
1235,2017,2017/B/4/ER_400_40_1.tgf,401,31816,0.197859,1,1,1,401.0,401
1236,2017,2017/B/4/ER_500_50_1.tgf,501,62587,0.24935,1,1,1,501.0,501
1237,2017,2017/B/4/ER_500_50_3.tgf,501,62643,0.249573,1,1,1,501.0,501
1238,2017,2017/B/4/ER_500_50_4.tgf,501,62710,0.24984,1,1,1,501.0,501
1239,2017,2017/B/4/ferry2.pfile-L2-C2-09.pddl.5.cnf.tgf,330,571,0.00524334,3,21,3,104.0,308
1240,2017,2017/B/4/ferry2.pfile-L2-C3-09.pddl.1.cnf.tgf,337,637,0.00560893,27,282,55,2.0,2
1241,2017,2017/B/4/ferry2.pfile-L2-C4-010.pddl.1.cnf.tgf,251,424,0.00673005,23,206,45,2.0,2
1242,2017,2017/B/4/ferry2.pfile-L3-C1-010.pddl.6.cnf.tgf,348,594,0.00490488,21,229,39,4.05128,6
1243,2017,2017/B/4/ferry2.pfile-L3-C1-03.pddl.1.cnf.tgf,164,287,0.0106707,27,131,33,2.0,2
1244,2017,2017/B/4/ferry2.pfile-L3-C1-09.pddl.1.cnf.tgf,164,287,0.0106707,25,131,33,2.0,2
1245,2017,2017/B/4/ferry2.pfile-L3-C2-06.pddl.1.cnf.tgf,229,406,0.00774203,27,187,42,2.0,2
1246,2017,2017/B/4/ferry2.pfile-L3-C2-07.pddl.1.cnf.tgf,309,574,0.00601167,33,258,51,2.0,2
1247,2017,2017/B/4/ferry2.pfile-L3-C3-07.pddl.1.cnf.tgf,302,541,0.00593176,29,251,51,2.0,2
1248,2017,2017/B/4/grd_14359_5_3.tgf,14359,5160215,0.0250276,3,500,1,13860.0,13860
1249,2017,2017/B/4/irvine-shuttle_20091229_1547.gml.80.tgf,43,79,0.0427258,5,13,9,4.33333,8
1250,2017,2017/B/4/lassen-rural-bus_20141201_1836.gml.50.tgf,81,143,0.0217955,7,33,16,4.0,31
1251,2017,2017/B/4/massachusetts_pvrta_2009-10-22.gml.50.tgf,1938,3665,0.000975813,18,654,310,5.14194,227
1252,2017,2017/B/4/pittsburgh_CleverTrip_2015-11-4.gml.20.tgf,6396,8866,0.000216726,22,4713,1020,2.65,52
1253,2017,2017/B/4/pocatello-regional-transit_20150825_1840.gml.20.tgf,229,330,0.00629279,10,165,30,3.13333,10
1254,2017,2017/B/4/scc_1022_60_5_4.tgf,1022,61313,0.0587017,6,12,12,85.1667,102
1255,2017,2017/B/4/scc_1046_50_20_12.tgf,1046,74278,0.0678886,3,11,11,95.0909,103
1256,2017,2017/B/4/scc_1162_60_20_11.tgf,1162,119504,0.0885055,4,9,9,129.111,148
1257,2017,2017/B/4/scc_1182_30_10_3.tgf,1182,30789,0.0220374,18,44,44,26.8636,43
1258,2017,2017/B/4/scc_1221_40_5_24.tgf,1221,128738,0.0863526,3,5,5,244.2,277
1259,2017,2017/B/4/scc_1248_60_20_16.tgf,1248,85432,0.0548519,10,21,21,59.4286,70
1260,2017,2017/B/4/scc_1267_30_15_2.tgf,1267,48504,0.0302151,16,34,34,37.2647,47
1261,2017,2017/B/4/scc_1445_30_20_12.tgf,1445,79680,0.0381605,14,33,33,43.7879,53
1262,2017,2017/B/4/scc_5357_40_5_5.tgf,5357,447056,0.0155782,17,48,48,111.604,138
1263,2017,2017/B/4/scc_7156_60_10_3.tgf,7156,1412757,0.0275884,18,47,47,152.255,174
1264,2017,2017/B/4/scc_7316_60_10_1.tgf,7316,1404191,0.0262349,15,49,49,149.306,181
1265,2017,2017/B/4/scc_840_40_20_24.tgf,840,38793,0.0549787,11,22,22,38.1818,46
1266,2017,2017/B/4/scc_8555_70_10_4.tgf,8555,2173145,0.0296926,18,47,47,182.021,218
1267,2017,2017/B/4/scc_8710_70_10_2.tgf,8710,2343769,0.0308943,18,42,42,207.381,246
1268,2017,2017/B/4/stb_379_470.tgf,379,3568,0.0248397,2,17,1,363.0,363
1269,2017,2017/B/4/stb_412_497.tgf,412,5245,0.0308995,2,17,1,396.0,396
1270,2017,2017/B/4/stb_414_411.tgf,414,3615,0.0210915,3,14,2,201.0,401
1271,2017,2017/B/4/stb_436_224.tgf,436,4898,0.0257659,3,29,1,408.0,408
1272,2017,2017/B/4/stb_440_353.tgf,440,4379,0.0226188,2,33,1,408.0,408
1273,2017,2017/B/4/stb_474_8.tgf,474,5341,0.023772,2,32,1,443.0,443
1274,2017,2017/B/4/stb_480_171.tgf,480,5550,0.0240885,4,26,2,228.0,452
1275,2017,2017/B/4/stb_513_10.tgf,513,4169,0.0158415,5,14,2,250.5,491
1276,2017,2017/B/4/stb_547_485.tgf,547,3440,0.011497,3,37,1,511.0,511
1277,2017,2017/B/4/stb_560_58.tgf,560,3798,0.012111,3,24,1,537.0,537
1278,2017,2017/B/4/stb_594_225.tgf,594,3439,0.00974674,3,31,1,564.0,564
1279,2017,2017/B/4/stb_634_218.tgf,634,4249,0.0105708,3,19,1,616.0,616
1280,2017,2017/B/4/stb_710_274.tgf,710,4274,0.00847848,3,21,1,690.0,690
1281,2017,2017/B/4/stb_758_190.tgf,758,4051,0.00705056,3,54,1,705.0,705
1282,2017,2017/B/4/thecomet_20131025_1906.gml.20.tgf,168,233,0.00825539,8,126,25,2.68,9
1283,2017,2017/B/4/university-of-nairobi_20130313_1509.normalized.gml.50.tgf,115,200,0.0151229,6,44,21,4.38095,13
1284,2017,2017/B/4/view2gt_20150927_1744.gml.20.tgf,312,456,0.00468442,8,210,33,4.09091,41
1285,2017,2017/B/4/woodburn-transit_20151216_1900.gml.80.tgf,52,94,0.0347633,5,9,7,7.14286,19
1286,2017,2017/B/4/WS_300_32_50_50.tgf,300,4800,0.0533333,1,1,1,300.0,300
1287,2017,2017/B/4/WS_300_32_70_30.tgf,300,4800,0.0533333,1,1,1,300.0,300
1288,2017,2017/B/4/WS_400_16_30_10.tgf,400,3200,0.02,1,1,1,400.0,400
1289,2017,2017/B/4/WS_400_16_30_50.tgf,400,3200,0.02,1,1,1,400.0,400
1290,2017,2017/B/4/WS_400_16_50_30.tgf,400,3200,0.02,1,1,1,400.0,400
1291,2017,2017/B/4/WS_400_24_30_70.tgf,400,4800,0.03,1,1,1,400.0,400
1292,2017,2017/B/4/WS_400_32_30_10.tgf,400,6400,0.04,1,1,1,400.0,400
1293,2017,2017/B/4/WS_400_32_30_30.tgf,400,6400,0.04,1,1,1,400.0,400
1294,2017,2017/B/4/WS_400_32_30_70.tgf,400,6400,0.04,1,1,1,400.0,400
1295,2017,2017/B/4/WS_500_16_30_30.tgf,500,4000,0.016,1,1,1,500.0,500
1296,2017,2017/B/4/WS_500_16_30_50.tgf,500,4000,0.016,1,1,1,500.0,500
1297,2017,2017/B/4/WS_500_16_50_50.tgf,500,4000,0.016,1,1,1,500.0,500
1298,2017,2017/B/4/WS_500_24_10_50.tgf,500,6000,0.024,1,1,1,500.0,500
1299,2017,2017/B/4/WS_500_32_30_70.tgf,500,8000,0.032,1,1,1,500.0,500
1300,2017,2017/B/2/admbuster_200000.tgf,200000,299998,0.000222998,1,200000,0,0.0,1
1301,2017,2017/B/2/afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,971,893586,0.947759,3,31,1,941.0,941
1302,2017,2017/B/2/afinput_exp_acyclic_indvary2_step2_batch_yyy07.tgf,1223,1448126,0.968174,3,14,1,1210.0,1210
1303,2017,2017/B/2/afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,848,698383,0.971185,3,13,1,836.0,836
1304,2017,2017/B/2/afinput_exp_cycles_indvary2_step1_batch_yyy01.tgf,834,672442,0.966769,3,12,1,823.0,823
1305,2017,2017/B/2/afinput_exp_cycles_indvary2_step1_batch_yyy10.tgf,691,449360,0.941105,3,23,1,669.0,669
1306,2017,2017/B/2/alexandria-transit-company-dash_20151202_1518.gml.20.tgf,481,746,0.0032244,8,293,64,3.9375,27
1307,2017,2017/B/2/BA_140_30_5.tgf,141,183,0.00920477,7,98,15,3.86667,12
1308,2017,2017/B/2/BA_160_20_3.tgf,161,193,0.0074457,6,128,24,2.375,4
1309,2017,2017/B/2/BA_40_80_2.tgf,41,73,0.0434265,3,8,4,9.25,30
1310,2017,2017/B/2/BA_60_70_1.tgf,61,102,0.027412,4,19,5,9.4,32
1311,2017,2017/B/2/BA_80_50_4.tgf,81,121,0.0184423,5,40,8,6.125,34
1312,2017,2017/B/2/bw2.pfile-3-02.pddl.2.cnf.tgf,161,285,0.0109949,17,122,27,2.44444,14
1313,2017,2017/B/2/bw2.pfile-3-05.pddl.2.cnf.tgf,162,287,0.0109358,17,123,27,2.44444,14
1314,2017,2017/B/2/bw2.pfile-3-08.pddl.2.cnf.tgf,161,285,0.0109949,17,122,27,2.44444,14
1315,2017,2017/B/2/bw3.pfile-3-04.pddl.2.cnf.tgf,490,944,0.0039317,43,410,44,2.81818,38
1316,2017,2017/B/2/commute.org_20140813_1738.gml.20.tgf,116,198,0.0147146,5,69,17,3.76471,13
1317,2017,2017/B/2/comune-di-castellanza_20151218_2338.gml.80.tgf,35,96,0.0783673,2,2,1,34.0,34
1318,2017,2017/B/2/cooscounty_or_2015-12-03.gml.50.tgf,65,145,0.0343195,4,21,5,9.8,38
1319,2017,2017/B/2/ER_200_20_10.tgf,201,4036,0.0998985,1,1,1,201.0,201
1320,2017,2017/B/2/ER_200_30_7.tgf,201,5896,0.145937,1,1,1,201.0,201
1321,2017,2017/B/2/ER_300_60_3.tgf,301,26962,0.297591,1,1,1,301.0,301
1322,2017,2017/B/2/ER_500_100_8.tgf,502,125495,0.497988,1,1,1,502.0,502
1323,2017,2017/B/2/ER_500_90_4.tgf,501,112855,0.44962,1,1,1,501.0,501
1324,2017,2017/B/2/ferry2.pfile-L3-C4-01.pddl.3.cnf.tgf,1180,2156,0.00154841,62,916,100,3.64,88
1325,2017,2017/B/2/grd_11095_2_10.tgf,11095,1230678,0.00999746,3,445,1,10651.0,10651
1326,2017,2017/B/2/grd_11564_1_6.tgf,11564,670510,0.00501405,3,713,1,10852.0,10852
1327,2017,2017/B/2/grd_14020_4_10.tgf,14020,3929675,0.0199922,3,2550,1,11471.0,11471
1328,2017,2017/B/2/grd_14060_1_7.tgf,14060,987351,0.0049946,3,822,1,13239.0,13239
1329,2017,2017/B/2/long-island-rail-road_20140216_0114.gml.20.tgf,122,283,0.0190137,5,46,11,7.90909,63
1330,2017,2017/B/2/scc_7739_40_5_1.tgf,7739,944317,0.015767,21,48,48,161.229,187
1331,2017,2017/B/2/scc_7816_40_20_4.tgf,7816,2227405,0.0364611,22,47,47,166.298,194
1332,2017,2017/B/2/scc_885_60_20_2.tgf,885,49036,0.0626078,13,21,21,42.1429,66
1333,2017,2017/B/2/scc_9077_40_20_5.tgf,9077,2985234,0.0362321,18,47,47,193.128,228
1334,2017,2017/B/2/scc_9565_40_5_3.tgf,9565,1595984,0.0174445,19,41,41,233.293,278
1335,2017,2017/B/2/sembuster_1500.tgf,1500,251500,0.111778,501,1000,1000,1.5,2
1336,2017,2017/B/2/sembuster_1800.tgf,1800,361800,0.111667,601,1200,1200,1.5,2
1337,2017,2017/B/2/sembuster_2400.tgf,2400,642400,0.111528,801,1600,1600,1.5,2
1338,2017,2017/B/2/sembuster_4800.tgf,4800,2564800,0.111319,1601,3200,3200,1.5,2
1339,2017,2017/B/2/sembuster_6000.tgf,6000,4006000,0.111278,2001,4000,4000,1.5,2
1340,2017,2017/B/2/stb_287_202.tgf,287,2810,0.0341148,2,8,1,280.0,280
1341,2017,2017/B/2/stb_291_2.tgf,291,3361,0.0396901,2,10,1,282.0,282
1342,2017,2017/B/2/stb_330_291.tgf,330,3214,0.0295133,2,22,1,309.0,309
1343,2017,2017/B/2/stb_410_118.tgf,410,3720,0.0221297,2,27,1,384.0,384
1344,2017,2017/B/2/stb_625_161.tgf,625,2753,0.00704768,3,28,1,598.0,598
1345,2017,2017/B/2/WS_200_20_50_30.tgf,200,2000,0.05,1,1,1,200.0,200
1346,2017,2017/B/2/WS_200_20_90_50.tgf,200,2000,0.05,1,1,1,200.0,200
1347,2017,2017/B/2/WS_200_20_90_70.tgf,200,2000,0.05,1,1,1,200.0,200
1348,2017,2017/B/2/WS_200_28_70_70.tgf,200,2800,0.07,1,1,1,200.0,200
1349,2017,2017/B/2/WS_400_16_10_10.tgf,400,3200,0.02,1,1,1,400.0,400
1350,2017,2017/B/5/BA_120_80_4.tgf,121,217,0.0148214,5,24,9,11.7778,74
1351,2017,2017/B/5/BA_140_90_4.tgf,141,267,0.0134299,4,14,5,26.4,114
1352,2017,2017/B/5/BA_180_60_3.tgf,181,289,0.00882146,7,72,23,5.73913,38
1353,2017,2017/B/5/BA_180_90_3.tgf,181,343,0.0104698,4,18,7,24.2857,150
1354,2017,2017/B/5/BA_200_50_1.tgf,201,301,0.00745031,5,100,23,5.3913,47
1355,2017,2017/B/5/BA_200_50_2.tgf,201,301,0.00745031,5,100,22,5.59091,45
1356,2017,2017/B/5/BA_200_80_3.tgf,201,361,0.00893542,5,40,14,12.5,136
1357,2017,2017/B/5/BA_200_90_1.tgf,201,381,0.00943046,3,20,7,26.8571,168
1358,2017,2017/B/5/bw2.pfile-3-06.pddl.5.cnf.tgf,733,1369,0.00254798,15,225,13,40.0769,401
1359,2017,2017/B/5/bw3.pfile-3-02.pddl.4.cnf.tgf,539,937,0.00322524,45,454,85,2.0,2
1360,2017,2017/B/5/bw3.pfile-3-03.pddl.5.cnf.tgf,515,931,0.00351023,11,79,13,34.5385,421
1361,2017,2017/B/5/bw3.pfile-3-07.pddl.6.cnf.tgf,651,1158,0.00273241,39,467,52,4.53846,10
1362,2017,2017/B/5/bw3.pfile-4-03.pddl.3.cnf.tgf,4478,8680,0.000432864,117,3730,155,5.82581,419
1363,2017,2017/B/5/bw3.pfile-4-07.pddl.3.cnf.tgf,5259,10217,0.000369417,95,4138,163,7.8773,596
1364,2017,2017/B/5/bw3.pfile-4-08.pddl.1.cnf.tgf,2487,5637,0.000911374,113,2350,137,2.0,2
1365,2017,2017/B/5/capmetro_20150628_0130.gml.50.tgf,2675,4749,0.000663674,14,987,451,4.74279,701
1366,2017,2017/B/5/durham-area-transit-authority_20150227_1734.gml.80.tgf,883,1859,0.00238428,10,98,54,15.537,220
1367,2017,2017/B/5/ER_400_20_4.tgf,401,16116,0.100223,1,1,1,401.0,401
1368,2017,2017/B/5/ER_400_20_7.tgf,401,15745,0.0979161,1,1,1,401.0,401
1369,2017,2017/B/5/ER_500_10_1.tgf,501,12587,0.0501472,1,1,1,501.0,501
1370,2017,2017/B/5/ER_500_10_2.tgf,501,12398,0.0493942,1,1,1,501.0,501
1371,2017,2017/B/5/ER_500_10_5.tgf,501,12458,0.0496333,1,1,1,501.0,501
1372,2017,2017/B/5/ER_500_20_4.tgf,501,25007,0.0996291,1,1,1,501.0,501
1373,2017,2017/B/5/ER_500_30_3.tgf,501,37487,0.14935,1,1,1,501.0,501
1374,2017,2017/B/5/ferry2.pfile-L3-C4-05.pddl.1.cnf.tgf,485,910,0.00386864,37,416,69,2.0,2
1375,2017,2017/B/5/redding_2015-12-09.gml.80.tgf,329,671,0.00619913,7,32,25,12.88,175
1376,2017,2017/B/5/rennes_2015-12-18.gml.50.tgf,701,1508,0.00306878,9,149,56,10.8571,459
1377,2017,2017/B/5/sbase_20150429_2048.gml.80.tgf,98,171,0.0178051,4,23,17,5.41176,15
1378,2017,2017/B/5/scc_1051_30_15_4.tgf,1051,331333,0.299957,1,1,1,1051.0,1051
1379,2017,2017/B/5/scc_1213_40_10_3.tgf,1213,589279,0.400497,1,1,1,1213.0,1213
